job_title,experience_level,employment_type,company_size,industry,company_location_name,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Business Intelligence Analyst,Entry,Full-time,M,Consulting,India,50,2,Bachelors,Python,8,1,False,0,13930
Data Scientist,Mid,Full-time,S,Consulting,United States,100,5,Masters,Python,7,0,True,7,95661
Data Engineer,Mid,Full-time,M,Consulting,United States,50,6,Bootcamp,Java,10,1,True,14,135753
Business Intelligence Analyst,Lead,Full-time,L,Media,Netherlands,50,15,Bachelors,Python,8,1,True,5,72482
AI Engineer,Lead,Full-time,M,Retail,Singapore,50,16,Masters,Python,10,1,False,1,110894
Data Engineer,Mid,Full-time,M,Energy,United States,0,8,Bachelors,Scala,13,2,True,13,125991
Data Engineer,Lead,Full-time,M,Consulting,India,50,14,Masters,Python,6,2,True,10,59230
Research Scientist,Lead,Full-time,M,Technology,United States,100,15,Masters,Scala,12,4,True,4,267056
MLOps Engineer,Mid,Full-time,L,Retail,United States,0,5,Bachelors,Python,7,1,True,16,95972
Data Scientist,Lead,Full-time,M,Healthcare,India,100,14,Bachelors,Python,8,2,False,4,46299
Machine Learning Engineer,Entry,Full-time,L,Finance,Australia,0,1,Masters,Python,8,1,True,12,76077
LLM Engineer,Mid,Full-time,M,Manufacturing,Brazil,0,8,Masters,SQL,9,1,True,0,39205
LLM Engineer,Senior,Full-time,M,Technology,India,0,11,Bachelors,R,9,3,True,9,63503
MLOps Engineer,Entry,Full-time,S,Education,United States,0,1,Masters,Python,9,1,True,16,46278
LLM Engineer,Mid,Full-time,M,Finance,United States,50,4,Masters,Python,8,3,True,18,165698
MLOps Engineer,Senior,Full-time,S,Technology,Brazil,100,13,Bachelors,Python,9,2,True,15,42163
LLM Engineer,Entry,Full-time,S,Finance,United States,50,1,Bachelors,Scala,5,0,True,9,132295
Data Engineer,Senior,Part-time,S,Finance,Great Britain,0,8,Masters,Scala,7,2,False,0,66253
Data Scientist,Lead,Full-time,M,Finance,Australia,50,16,Masters,Python,6,2,True,3,182495
Data Scientist,Lead,Full-time,S,Retail,Brazil,0,14,Bachelors,Python,10,3,True,9,42378
AI Engineer,Senior,Full-time,M,Retail,Netherlands,0,11,Masters,Python,8,2,True,12,104545
Data Scientist,Senior,Full-time,M,Technology,Great Britain,50,12,PhD,SQL,7,1,False,1,129685
LLM Engineer,Senior,Full-time,S,Technology,India,0,8,Bachelors,Python,7,1,False,1,39061
Data Analyst,Entry,Full-time,L,Government,Canada,50,4,Masters,Python,6,0,False,4,46284
LLM Engineer,Senior,Full-time,M,Manufacturing,India,50,12,Self-taught,Python,10,1,True,11,39689
Data Engineer,Lead,Full-time,M,Technology,India,100,16,Bachelors,Python,7,1,True,11,57689
Data Scientist,Lead,Full-time,M,Technology,Canada,0,15,Masters,Rust,10,1,False,0,187867
Data Engineer,Senior,Full-time,L,Finance,United States,100,6,Bachelors,Python,11,2,True,15,218694
Data Scientist,Senior,Full-time,M,Technology,Germany,0,12,Bachelors,SQL,6,1,False,3,103934
Data Analyst,Senior,Full-time,M,Media,India,100,8,Masters,Scala,9,1,True,14,32529
Data Scientist,Mid,Contract,S,Healthcare,United States,50,5,Self-taught,Python,5,3,True,15,75888
Data Science Manager,Mid,Full-time,M,Retail,Great Britain,50,6,Masters,Python,9,0,False,0,65970
Machine Learning Engineer,Mid,Full-time,L,Technology,Brazil,0,7,PhD,Scala,7,3,True,14,51574
AI Engineer,Mid,Full-time,M,Finance,United States,0,7,Masters,Python,9,3,False,3,145425
Data Scientist,Mid,Full-time,M,Technology,Netherlands,50,7,Bachelors,Python,10,3,False,2,82501
Data Scientist,Mid,Full-time,M,Technology,India,50,6,Masters,Java,9,5,True,14,42734
AI Engineer,Entry,Full-time,M,Technology,Germany,50,3,Bootcamp,Scala,8,1,True,6,101216
Data Engineer,Mid,Full-time,M,Finance,United States,0,8,Masters,Python,7,1,True,15,131262
Data Engineer,Senior,Full-time,L,Technology,France,50,8,Bachelors,Python,10,2,True,13,126055
Data Analyst,Mid,Full-time,S,Technology,United States,50,9,Masters,Python,7,1,True,18,86640
Analytics Engineer,Entry,Full-time,L,Finance,India,0,1,Masters,Scala,8,0,True,13,37269
Computer Vision Engineer,Lead,Full-time,M,Healthcare,Great Britain,0,14,Bachelors,R,8,3,True,14,116254
Data Engineer,Senior,Full-time,S,Education,United States,0,13,Masters,Python,9,4,False,1,122809
Data Engineer,Senior,Full-time,M,Finance,United States,100,16,Bachelors,Python,6,0,True,10,132822
Data Engineer,Entry,Full-time,L,Healthcare,India,0,2,Self-taught,Python,12,1,True,15,23391
Data Analyst,Senior,Full-time,L,Technology,Germany,100,12,Bachelors,Python,6,2,True,14,107505
Data Engineer,Senior,Full-time,M,Technology,United States,50,8,PhD,SQL,4,1,False,5,182981
LLM Engineer,Mid,Contract,M,Media,Germany,100,7,PhD,R,7,2,True,17,89186
Data Scientist,Senior,Contract,M,Finance,United States,100,14,Bootcamp,SQL,10,2,True,12,183973
LLM Engineer,Mid,Full-time,L,Retail,Netherlands,100,7,Bootcamp,Python,5,4,True,10,87762
Data Scientist,Senior,Full-time,M,Manufacturing,United States,50,12,PhD,Python,10,1,False,3,133638
AI Engineer,Mid,Full-time,M,Consulting,India,50,7,Bootcamp,Python,11,0,True,14,40079
Analytics Engineer,Mid,Full-time,S,Government,Great Britain,50,7,Bachelors,Julia,4,1,True,11,57515
Data Engineer,Mid,Contract,L,Media,United States,0,7,Bachelors,Python,7,1,False,4,145269
Business Intelligence Analyst,Mid,Full-time,S,Technology,United States,100,9,Bootcamp,Python,12,0,False,3,75314
Analytics Engineer,Mid,Full-time,M,Technology,United States,0,6,Bachelors,Python,12,0,True,11,121347
Research Scientist,Mid,Full-time,L,Retail,Poland,0,5,Masters,Python,10,0,False,5,61557
Data Engineer,Senior,Full-time,M,Finance,Netherlands,0,12,Bachelors,Python,5,3,True,20,133318
Data Scientist,Senior,Full-time,M,Technology,United States,0,13,PhD,Python,8,1,True,7,152435
AI Engineer,Senior,Full-time,S,Finance,Australia,0,11,PhD,Python,15,1,False,1,172451
Data Analyst,Mid,Full-time,L,Technology,India,100,8,Masters,Python,12,0,True,15,42843
Business Intelligence Analyst,Lead,Full-time,M,Retail,Netherlands,100,17,Bachelors,Python,6,3,True,16,84888
Business Intelligence Analyst,Mid,Full-time,L,Consulting,United States,50,10,Bachelors,Python,7,1,True,15,105791
Machine Learning Engineer,Senior,Full-time,M,Technology,India,50,11,Bachelors,Scala,7,2,True,13,39286
MLOps Engineer,Mid,Full-time,L,Technology,Australia,0,6,Bachelors,Java,4,2,True,12,122775
MLOps Engineer,Entry,Full-time,S,Media,United States,50,5,Bachelors,SQL,9,0,True,8,59396
Data Engineer,Mid,Full-time,M,Technology,India,0,9,Masters,SQL,11,2,False,7,41908
Data Analyst,Senior,Freelance,L,Finance,India,0,10,Bachelors,SQL,8,2,True,12,30395
Machine Learning Engineer,Executive,Full-time,M,Government,United States,100,18,Bootcamp,Python,8,3,True,12,185446
Machine Learning Engineer,Lead,Full-time,M,Technology,United States,0,17,Bootcamp,Python,8,0,True,19,255473
MLOps Engineer,Senior,Full-time,S,Media,France,0,13,Bachelors,SQL,9,0,False,1,88972
MLOps Engineer,Executive,Full-time,L,Technology,Canada,0,19,Masters,SQL,4,0,True,16,265216
Data Scientist,Senior,Full-time,M,Retail,Canada,100,12,Masters,Python,7,0,True,13,96987
Computer Vision Engineer,Entry,Full-time,S,Technology,France,0,2,Bachelors,Python,8,2,True,6,39940
Data Analyst,Mid,Full-time,M,Retail,Australia,0,6,Bachelors,R,6,1,False,6,77885
Data Analyst,Senior,Contract,S,Consulting,India,50,12,Masters,Python,7,1,True,6,27960
Data Scientist,Mid,Full-time,M,Consulting,United States,0,7,Self-taught,Python,8,0,True,14,97157
Machine Learning Engineer,Senior,Full-time,M,Healthcare,Australia,50,10,PhD,Python,8,0,True,11,166025
Computer Vision Engineer,Mid,Full-time,L,Technology,Netherlands,100,3,Bachelors,Python,8,1,True,9,93867
Research Scientist,Mid,Full-time,M,Media,United States,50,7,Bachelors,Python,7,2,False,2,123795
Machine Learning Engineer,Mid,Full-time,S,Retail,United States,0,7,Masters,Python,7,2,True,8,109500
Business Intelligence Analyst,Entry,Full-time,L,Healthcare,Canada,50,1,Masters,Python,11,1,False,0,59517
Computer Vision Engineer,Entry,Full-time,M,Retail,India,0,0,Bachelors,Python,8,0,True,11,20873
AI Engineer,Mid,Full-time,M,Finance,Brazil,100,7,Unknown,Python,12,1,True,10,53257
Analytics Engineer,Executive,Full-time,M,Consulting,United States,50,18,Bachelors,Python,7,1,True,8,223988
Data Science Manager,Lead,Full-time,M,Finance,United States,0,15,Self-taught,Python,10,6,True,18,262073
Data Scientist,Senior,Full-time,S,Technology,United States,50,11,Masters,Python,7,2,True,9,138339
AI Engineer,Senior,Full-time,L,Technology,India,50,10,Bootcamp,Python,11,1,True,20,49675
MLOps Engineer,Senior,Full-time,L,Government,United States,0,10,Masters,Python,12,2,True,8,143602
AI Engineer,Senior,Full-time,L,Finance,United States,50,10,Masters,Python,4,2,True,20,218953
Data Engineer,Mid,Full-time,S,Consulting,United States,50,4,Bachelors,Python,3,2,True,14,95144
Data Analyst,Lead,Contract,L,Retail,United States,0,11,Masters,Python,11,1,False,2,166982
Business Intelligence Analyst,Senior,Full-time,M,Technology,Germany,100,10,Masters,SQL,8,4,False,3,100490
Business Intelligence Analyst,Senior,Part-time,M,Technology,India,100,10,Masters,Scala,5,2,True,12,17798
Data Scientist,Mid,Full-time,S,Healthcare,United States,50,7,Bachelors,Julia,7,1,True,8,90519
Analytics Engineer,Mid,Full-time,M,Technology,Canada,0,11,Masters,Python,7,3,True,14,85608
MLOps Engineer,Lead,Contract,L,Finance,France,100,12,Bachelors,Python,5,3,True,10,154441
Machine Learning Engineer,Lead,Full-time,S,Technology,United States,0,14,Bachelors,Java,11,1,True,12,209447
Data Engineer,Lead,Full-time,M,Consulting,Brazil,50,15,Masters,R,6,2,True,6,60842
Data Engineer,Senior,Full-time,M,Finance,United States,50,12,Self-taught,Python,12,2,True,13,152335
MLOps Engineer,Entry,Contract,M,Retail,United States,100,2,Bachelors,Python,5,0,False,1,65610
Machine Learning Engineer,Senior,Full-time,L,Retail,United States,50,10,Bachelors,Python,9,2,True,5,209157
Research Scientist,Mid,Full-time,S,Healthcare,United States,50,6,Bootcamp,Python,6,3,True,11,160590
MLOps Engineer,Lead,Full-time,M,Consulting,United States,100,15,Self-taught,Python,7,1,True,9,211829
Data Science Manager,Lead,Full-time,S,Healthcare,United States,0,14,Masters,Rust,10,2,True,12,179523
MLOps Engineer,Senior,Freelance,S,Healthcare,France,0,11,Bachelors,Python,7,3,False,3,69491
Data Scientist,Senior,Full-time,L,Energy,India,100,7,Masters,Python,9,2,True,7,35713
Data Analyst,Entry,Full-time,M,Technology,Germany,100,3,Bachelors,Python,10,2,False,6,44912
AI Engineer,Mid,Full-time,M,Healthcare,India,0,9,Masters,Python,9,1,True,9,47212
Data Scientist,Lead,Full-time,M,Energy,United States,0,14,Bootcamp,SQL,7,5,False,4,171775
Machine Learning Engineer,Senior,Full-time,M,Retail,India,100,9,Masters,Python,4,3,True,10,49948
Data Engineer,Senior,Full-time,M,Consulting,Spain,50,10,Masters,Python,4,1,True,17,83837
Data Analyst,Entry,Full-time,S,Healthcare,United States,50,2,Bachelors,Julia,4,0,False,3,63152
Data Scientist,Entry,Contract,M,Technology,United States,50,0,Masters,SQL,13,0,False,4,87333
Data Scientist,Senior,Full-time,M,Technology,India,50,5,Masters,SQL,8,2,True,8,49692
Data Analyst,Senior,Full-time,L,Technology,Great Britain,100,11,PhD,SQL,7,1,True,14,122736
Computer Vision Engineer,Mid,Full-time,M,Technology,Germany,50,7,Bachelors,Python,9,1,True,11,91630
Data Engineer,Mid,Contract,M,Technology,Netherlands,0,6,Bachelors,R,6,2,False,3,71207
Computer Vision Engineer,Senior,Full-time,L,Technology,Great Britain,0,12,Bachelors,Python,8,2,True,6,115039
Data Scientist,Entry,Contract,L,Retail,Australia,100,2,Bachelors,SQL,5,2,False,2,73393
AI Engineer,Mid,Contract,L,Manufacturing,Germany,0,8,Self-taught,R,6,2,True,2,78672
Machine Learning Engineer,Mid,Contract,M,Healthcare,Brazil,0,6,PhD,Python,9,1,True,4,38852
Research Scientist,Mid,Full-time,L,Finance,Canada,100,7,Bachelors,SQL,6,1,True,6,226798
LLM Engineer,Entry,Freelance,S,Technology,Great Britain,50,3,Masters,R,9,0,True,12,82804
Data Engineer,Senior,Full-time,M,Media,India,0,8,Bachelors,Python,8,2,True,7,52349
Research Scientist,Mid,Contract,M,Retail,United States,0,5,Masters,Python,6,0,True,0,116508
Data Analyst,Mid,Full-time,M,Technology,United States,0,5,Bachelors,Julia,8,2,True,10,73801
Analytics Engineer,Entry,Full-time,M,Technology,United States,50,6,Masters,Python,11,0,True,12,135075
AI Engineer,Senior,Full-time,L,Technology,Great Britain,0,12,Masters,Python,8,2,True,13,131266
Data Scientist,Mid,Freelance,M,Technology,United States,100,9,Bachelors,SQL,6,3,False,4,100513
Data Engineer,Mid,Full-time,M,Government,Great Britain,100,4,Bachelors,Python,7,0,False,3,57091
Data Scientist,Executive,Full-time,M,Finance,Great Britain,0,19,Masters,Python,13,4,True,0,175954
Analytics Engineer,Entry,Full-time,S,Government,Brazil,0,2,Masters,Python,2,2,True,17,18368
Data Engineer,Lead,Full-time,L,Technology,United States,0,17,Bachelors,SQL,6,2,True,11,193950
Machine Learning Engineer,Mid,Full-time,S,Government,United States,0,2,Bachelors,SQL,4,2,True,14,135234
AI Engineer,Senior,Full-time,M,Technology,United States,0,12,Bootcamp,Python,11,2,True,6,179416
Data Engineer,Lead,Full-time,S,Finance,India,0,15,Bachelors,Python,5,2,True,4,51079
Data Science Manager,Mid,Full-time,M,Consulting,Germany,0,5,Masters,Scala,8,2,True,16,85295
Analytics Engineer,Senior,Full-time,L,Technology,Spain,0,10,Bachelors,R,11,4,False,3,80240
Research Scientist,Entry,Full-time,S,Media,India,50,3,Masters,Python,8,1,True,10,19748
Data Analyst,Executive,Full-time,L,Retail,United States,50,18,PhD,Java,8,3,False,1,205386
Data Engineer,Entry,Full-time,S,Technology,India,100,2,Bootcamp,Python,9,2,True,15,20021
Data Engineer,Lead,Full-time,S,Technology,United States,100,13,Masters,Python,10,3,False,2,152394
MLOps Engineer,Mid,Full-time,L,Healthcare,United States,0,6,Bachelors,SQL,7,2,True,21,125753
Data Scientist,Senior,Full-time,M,Education,United States,0,10,Bachelors,Python,7,0,True,17,129443
Data Scientist,Senior,Full-time,S,Technology,United States,50,9,Bachelors,R,6,2,True,8,136852
Analytics Engineer,Senior,Full-time,M,Government,United States,0,9,Bachelors,SQL,5,3,False,0,94547
Data Engineer,Senior,Full-time,M,Technology,Germany,0,7,Masters,Python,7,1,True,11,122640
Data Engineer,Mid,Full-time,S,Healthcare,United States,50,8,Masters,Python,12,1,True,10,95817
Data Scientist,Senior,Full-time,M,Finance,United States,0,12,Masters,Python,11,4,False,1,145060
Data Scientist,Mid,Full-time,M,Consulting,Germany,0,2,PhD,Python,11,1,True,11,77644
Machine Learning Engineer,Entry,Full-time,L,Technology,Brazil,100,2,Bootcamp,Scala,10,0,True,7,26609
Machine Learning Engineer,Mid,Full-time,M,Manufacturing,United States,0,3,Bachelors,Python,11,1,True,1,119609
Data Science Manager,Mid,Full-time,S,Consulting,Poland,100,8,Bootcamp,Python,9,2,False,2,58569
Research Scientist,Executive,Full-time,L,Media,Germany,0,18,Masters,Julia,10,2,True,14,171764
Data Analyst,Mid,Full-time,L,Technology,Great Britain,50,7,Bachelors,Python,4,1,False,5,83136
MLOps Engineer,Entry,Full-time,M,Retail,Canada,0,0,PhD,Python,15,2,True,16,89371
Data Scientist,Lead,Contract,M,Retail,Netherlands,50,15,Masters,Python,11,1,False,0,125315
Analytics Engineer,Mid,Contract,S,Finance,Netherlands,0,5,Bachelors,Python,6,2,True,11,64267
Data Engineer,Entry,Full-time,S,Finance,United States,50,2,Bachelors,Python,6,2,True,5,72317
Research Scientist,Mid,Full-time,L,Finance,United States,0,5,PhD,Python,12,1,True,10,194500
Data Science Manager,Executive,Full-time,M,Technology,United States,0,19,Self-taught,Julia,5,3,True,1,217720
Data Science Manager,Entry,Full-time,S,Technology,Singapore,50,2,Self-taught,Rust,9,1,True,10,52832
AI Engineer,Mid,Full-time,M,Technology,Poland,0,6,Masters,Java,9,1,True,10,64664
Data Scientist,Lead,Contract,S,Media,Spain,50,12,Bachelors,R,8,3,False,1,77425
Data Scientist,Executive,Full-time,M,Finance,Canada,0,20,Self-taught,Python,6,3,True,18,182912
Data Analyst,Executive,Freelance,M,Finance,Great Britain,0,20,Bachelors,SQL,12,4,True,14,101230
Data Scientist,Entry,Full-time,M,Healthcare,Great Britain,100,2,Masters,Python,12,1,False,2,56829
Data Engineer,Entry,Full-time,L,Education,India,100,1,Masters,Python,12,2,False,3,25486
Business Intelligence Analyst,Lead,Freelance,M,Technology,Canada,50,13,Bachelors,Python,14,4,False,4,79438
Data Engineer,Senior,Contract,L,Consulting,Great Britain,0,10,Bachelors,SQL,10,4,True,9,138378
Data Engineer,Mid,Full-time,M,Manufacturing,United States,0,8,Bootcamp,R,11,1,False,3,86040
LLM Engineer,Mid,Full-time,L,Healthcare,India,0,6,PhD,Python,6,1,True,11,46807
Analytics Engineer,Entry,Full-time,M,Manufacturing,United States,0,3,Bootcamp,Python,8,1,False,3,67481
Data Engineer,Senior,Full-time,M,Media,Singapore,100,10,Self-taught,Python,12,4,True,19,102078
Machine Learning Engineer,Mid,Full-time,L,Retail,United States,0,6,Bachelors,Scala,8,2,True,6,113108
AI Engineer,Lead,Full-time,M,Healthcare,Canada,0,12,Bachelors,Python,8,2,True,7,120016
MLOps Engineer,Mid,Full-time,L,Retail,Germany,0,5,Masters,Python,11,2,True,10,93427
Data Scientist,Senior,Full-time,L,Technology,United States,0,9,Masters,Python,11,1,False,4,214541
Analytics Engineer,Mid,Full-time,M,Technology,Germany,0,4,Bachelors,Python,7,3,True,9,53841
Data Scientist,Mid,Full-time,S,Consulting,United States,0,6,PhD,Python,5,1,True,17,103587
AI Engineer,Mid,Full-time,M,Consulting,Great Britain,100,7,Bachelors,SQL,11,0,False,3,115150
Computer Vision Engineer,Mid,Full-time,M,Consulting,France,0,6,Bachelors,Python,7,1,True,8,68006
Data Analyst,Lead,Contract,M,Finance,France,100,16,Bachelors,R,9,5,False,0,90882
Analytics Engineer,Executive,Full-time,M,Technology,France,50,21,Masters,Python,10,4,True,6,114163
Data Engineer,Mid,Full-time,M,Media,United States,0,9,Bachelors,SQL,8,3,True,23,105647
Data Analyst,Senior,Full-time,M,Technology,United States,50,13,Masters,Python,9,0,False,1,111857
Machine Learning Engineer,Senior,Freelance,S,Technology,Great Britain,100,9,Bachelors,Python,8,2,True,3,76073
Data Analyst,Entry,Contract,M,Finance,India,100,2,PhD,R,11,1,True,14,23694
Machine Learning Engineer,Senior,Full-time,M,Retail,Spain,100,10,PhD,SQL,9,2,True,6,114008
AI Engineer,Lead,Full-time,S,Technology,Netherlands,100,13,Masters,Python,6,4,True,8,138009
Analytics Engineer,Senior,Full-time,M,Technology,Canada,100,13,Masters,Python,13,1,True,18,133894
LLM Engineer,Senior,Full-time,S,Finance,India,50,10,Masters,Python,9,1,True,19,61924
Business Intelligence Analyst,Senior,Full-time,M,Media,India,0,9,PhD,SQL,11,2,False,3,36829
Machine Learning Engineer,Mid,Freelance,L,Finance,India,0,8,Masters,Python,4,1,True,8,52059
Computer Vision Engineer,Mid,Full-time,S,Manufacturing,Great Britain,0,6,Bachelors,Python,8,0,True,6,73582
Business Intelligence Analyst,Senior,Part-time,L,Technology,India,0,10,Masters,SQL,8,3,False,2,24342
Machine Learning Engineer,Senior,Freelance,M,Technology,Poland,50,9,Bachelors,Python,6,5,True,12,101235
Data Scientist,Senior,Full-time,L,Manufacturing,Spain,0,10,Masters,SQL,6,0,True,5,61804
Data Engineer,Entry,Full-time,L,Finance,Great Britain,100,0,Masters,SQL,7,1,True,8,87003
